record_id,date,region_id,country_of_origin,sex,age_group,education_level,employment_status,activity_type
3279,2025-02-01,10,Turkey,Male,25-34,Upper secondary,Unemployed,Language training
3375,2025-02-01,7,Algeria,Female,35-44,Bachelor,Unemployed,Asylum application
3383,2025-02-01,4,Spain,Female,35-44,Master,Unemployed,Employment support
3475,2025-02-01,5,Syria,Female,25-34,Bachelor,Employed,Housing support
3538,2025-02-01,3,Côte d'Ivoire,Female,25-34,Bachelor,Employed,Language training
3638,2025-02-01,3,Syria,Female,45-54,Upper secondary,Employed,Employment support
3667,2025-02-01,3,Brazil,Female,55+,Upper secondary,Unemployed,Asylum application
3746,2025-02-01,6,Brazil,Male,45-54,Bachelor,Employed,Integration program
3955,2025-02-01,4,Afghanistan,Female,35-44,Lower secondary,Inactive,Language training
3974,2025-02-01,2,Senegal,Male,25-34,Upper secondary,Employed,Housing support
4018,2025-02-01,1,Guinea,Female,45-54,Bachelor,Unemployed,Housing support
4141,2025-02-01,3,China,Female,18-24,Upper secondary,Inactive,Employment support
4145,2025-02-01,5,Ukraine,Male,35-44,Bachelor,Unemployed,Integration program
4173,2025-02-01,4,Afghanistan,Female,45-54,Doctorate,Employed,Employment support
4295,2025-02-01,6,Georgia,Male,18-24,Master,Employed,Housing support
4313,2025-02-01,2,Portugal,Male,35-44,Upper secondary,Inactive,Asylum application
4412,2025-02-01,9,Afghanistan,Male,18-24,Lower secondary,Unemployed,Language training
4444,2025-02-01,2,Other,Male,35-44,Master,Unemployed,Housing support
4445,2025-02-01,4,India,Male,35-44,Lower secondary,Employed,Language training
4454,2025-02-01,1,Spain,Female,25-34,Bachelor,Employed,Language training
4522,2025-02-01,6,Morocco,Male,45-54,Upper secondary,Employed,Asylum application
4536,2025-02-01,2,Other,Female,25-34,Lower secondary,Employed,Language training
4550,2025-02-01,5,Turkey,Male,35-44,Upper secondary,Employed,Employment support
4646,2025-02-01,5,Ukraine,Male,25-34,Doctorate,Employed,Asylum application
4647,2025-02-01,5,Turkey,Female,35-44,Master,Employed,Language training
4723,2025-02-01,6,Senegal,Female,18-24,Upper secondary,Employed,Integration program
4756,2025-02-01,7,Bangladesh,Female,25-34,Bachelor,Employed,Integration program
4846,2025-02-01,2,India,Male,55+,Upper secondary,Employed,Integration program
4884,2025-02-01,7,Turkey,Female,45-54,Upper secondary,Employed,Language training
4918,2025-02-01,1,Italy,Female,35-44,Bachelor,Employed,Integration program
4922,2025-02-01,3,Georgia,Male,35-44,Upper secondary,Unemployed,Employment support
4945,2025-02-01,6,India,Male,55+,Bachelor,Unemployed,Housing support
5010,2025-02-01,7,Afghanistan,Female,45-54,Upper secondary,Employed,Housing support
5052,2025-02-01,3,Côte d'Ivoire,Female,25-34,Upper secondary,Employed,Asylum application
5071,2025-02-01,8,Guinea,Male,55+,Upper secondary,Unemployed,Asylum application
5088,2025-02-01,1,Syria,Male,35-44,Upper secondary,Employed,Asylum application
5131,2025-02-01,1,Tunisia,Female,25-34,Upper secondary,Unemployed,Employment support
5147,2025-02-01,1,Morocco,Female,18-24,Master,Unemployed,Housing support
5148,2025-02-01,1,China,Male,18-24,Bachelor,Employed,Language training
5157,2025-02-01,4,Turkey,Male,55+,Upper secondary,Inactive,Language training
5189,2025-02-01,2,Other,Female,25-34,Master,Employed,Language training
5198,2025-02-01,1,Afghanistan,Male,25-34,Upper secondary,Employed,Asylum application
5290,2025-02-01,1,Côte d'Ivoire,Female,25-34,Bachelor,Employed,Language training
5314,2025-02-01,1,Nigeria,Female,25-34,Bachelor,Inactive,Integration program
5368,2025-02-01,4,Ukraine,Male,45-54,Master,Employed,Asylum application
5393,2025-02-01,9,Spain,Male,35-44,Doctorate,Employed,Employment support
5429,2025-02-01,2,Portugal,Female,18-24,Master,Employed,Language training
5430,2025-02-01,4,Côte d'Ivoire,Male,45-54,Bachelor,Employed,Language training
5478,2025-02-01,7,Portugal,Female,45-54,Bachelor,Employed,Language training
5556,2025-02-01,4,Turkey,Female,25-34,Master,Employed,Housing support
5560,2025-02-01,6,Algeria,Male,35-44,Lower secondary,Inactive,Employment support
5587,2025-02-01,4,Spain,Female,45-54,Bachelor,Inactive,Asylum application
5653,2025-02-01,10,Afghanistan,Female,35-44,Bachelor,Employed,Asylum application
5654,2025-02-01,1,Italy,Male,35-44,Upper secondary,Unemployed,Asylum application
5659,2025-02-01,10,Nigeria,Male,25-34,Lower secondary,Employed,Employment support
5667,2025-02-01,1,Other,Female,35-44,Upper secondary,Employed,Asylum application
5695,2025-02-01,6,Portugal,Female,25-34,Master,Employed,Integration program
5724,2025-02-01,1,Senegal,Male,25-34,Master,Employed,Housing support
5915,2025-02-01,9,Ukraine,Female,55+,Upper secondary,Inactive,Employment support
5996,2025-02-01,8,Guinea,Female,45-54,Upper secondary,Employed,Language training
4,2025-03-01,7,Spain,Female,25-34,Bachelor,Unemployed,Employment support
152,2025-03-01,10,Ukraine,Female,45-54,Master,Inactive,Integration program
243,2025-03-01,1,Tunisia,Female,18-24,Upper secondary,Unemployed,Housing support
257,2025-03-01,1,Algeria,Male,35-44,Master,Employed,Employment support
294,2025-03-01,1,Other,Female,55+,Lower secondary,Unemployed,Integration program
340,2025-03-01,2,India,Male,35-44,Doctorate,Employed,Integration program
452,2025-03-01,1,Tunisia,Female,25-34,Master,Unemployed,Employment support
455,2025-03-01,9,Nigeria,Male,35-44,Lower secondary,Unemployed,Housing support
569,2025-03-01,5,Italy,Male,35-44,Upper secondary,Unemployed,Language training
598,2025-03-01,3,China,Female,25-34,Bachelor,Employed,Housing support
653,2025-03-01,1,Syria,Male,35-44,Bachelor,Employed,Language training
678,2025-03-01,1,India,Male,45-54,Bachelor,Employed,Asylum application
693,2025-03-01,7,Brazil,Female,45-54,Upper secondary,Unemployed,Employment support
717,2025-03-01,1,Morocco,Male,45-54,Bachelor,Employed,Language training
725,2025-03-01,1,Other,Male,25-34,Lower secondary,Employed,Housing support
778,2025-03-01,3,Other,Male,35-44,Upper secondary,Employed,Employment support
822,2025-03-01,4,Italy,Male,55+,Bachelor,Employed,Housing support
838,2025-03-01,8,Tunisia,Female,35-44,Doctorate,Employed,Language training
887,2025-03-01,8,Georgia,Male,25-34,Upper secondary,Employed,Asylum application
970,2025-03-01,1,Italy,Female,35-44,Upper secondary,Employed,Language training
981,2025-03-01,3,Guinea,Female,55+,Doctorate,Employed,Housing support
1004,2025-03-01,1,Morocco,Male,35-44,Upper secondary,Employed,Asylum application
1075,2025-03-01,6,Tunisia,Female,45-54,Master,Employed,Language training
1076,2025-03-01,3,Côte d'Ivoire,Female,25-34,Upper secondary,Inactive,Asylum application
1093,2025-03-01,7,Portugal,Male,45-54,Upper secondary,Employed,Housing support
1095,2025-03-01,7,Côte d'Ivoire,Male,35-44,Bachelor,Employed,Language training
1096,2025-03-01,4,Ukraine,Male,25-34,Upper secondary,Unemployed,Housing support
1107,2025-03-01,4,Algeria,Male,35-44,Lower secondary,Unemployed,Asylum application
1131,2025-03-01,9,Senegal,Female,25-34,Doctorate,Employed,Integration program
1138,2025-03-01,1,Spain,Male,25-34,Upper secondary,Employed,Asylum application
1147,2025-03-01,7,Other,Male,25-34,Master,Inactive,Employment support
1187,2025-03-01,2,Tunisia,Female,25-34,Upper secondary,Employed,Employment support
1207,2025-03-01,3,Syria,Female,35-44,Bachelor,Employed,Language training
1240,2025-03-01,1,China,Female,45-54,Lower secondary,Employed,Asylum application
1260,2025-03-01,1,Italy,Male,18-24,Doctorate,Unemployed,Employment support
1274,2025-03-01,1,Ukraine,Female,25-34,Bachelor,Employed,Language training
1276,2025-03-01,9,Tunisia,Male,45-54,Upper secondary,Unemployed,Language training
1392,2025-03-01,8,Colombia,Male,18-24,Master,Unemployed,Employment support
1420,2025-03-01,1,Syria,Female,18-24,Doctorate,Employed,Employment support
1444,2025-03-01,7,Guinea,Female,25-34,Lower secondary,Unemployed,Integration program
1640,2025-03-01,7,Spain,Male,25-34,Bachelor,Employed,Employment support
1666,2025-03-01,8,Brazil,Female,25-34,Master,Employed,Housing support
1679,2025-03-01,4,Algeria,Female,55+,Master,Employed,Employment support
1717,2025-03-01,5,Ukraine,Male,35-44,Upper secondary,Unemployed,Language training
1720,2025-03-01,3,Afghanistan,Male,25-34,Master,Employed,Integration program
1828,2025-03-01,1,Nigeria,Female,25-34,Bachelor,Employed,Housing support
1843,2025-03-01,5,Algeria,Male,18-24,Upper secondary,Unemployed,Integration program
1883,2025-03-01,2,China,Male,25-34,Upper secondary,Employed,Asylum application
1935,2025-03-01,4,Nigeria,Female,35-44,Bachelor,Unemployed,Asylum application
1937,2025-03-01,2,Guinea,Male,25-34,Bachelor,Unemployed,Language training
1988,2025-03-01,1,Colombia,Female,55+,Bachelor,Unemployed,Language training
2124,2025-03-01,6,Bangladesh,Male,25-34,Upper secondary,Unemployed,Language training
2272,2025-03-01,8,Georgia,Male,25-34,Bachelor,Inactive,Housing support
2313,2025-03-01,1,Afghanistan,Female,18-24,Upper secondary,Unemployed,Housing support
2316,2025-03-01,3,Colombia,Male,35-44,Upper secondary,Employed,Integration program
2329,2025-03-01,1,Algeria,Male,45-54,Bachelor,Unemployed,Asylum application
2363,2025-03-01,7,India,Male,35-44,Bachelor,Unemployed,Employment support
2443,2025-03-01,10,Syria,Female,25-34,Upper secondary,Employed,Language training
2674,2025-03-01,10,Portugal,Male,25-34,Bachelor,Employed,Integration program
2700,2025-03-01,2,Spain,Female,18-24,Master,Employed,Asylum application
2822,2025-03-01,3,Senegal,Female,25-34,Bachelor,Employed,Integration program
2844,2025-03-01,8,Ukraine,Female,35-44,Upper secondary,Unemployed,Asylum application
2854,2025-03-01,3,Guinea,Female,35-44,Upper secondary,Employed,Employment support
2869,2025-03-01,2,Côte d'Ivoire,Female,25-34,Doctorate,Employed,Asylum application
2902,2025-03-01,1,Spain,Male,55+,Doctorate,Employed,Asylum application
2959,2025-03-01,5,Ukraine,Female,18-24,Upper secondary,Unemployed,Integration program
2981,2025-03-01,1,Morocco,Female,35-44,Bachelor,Employed,Housing support
2984,2025-03-01,9,Spain,Male,45-54,Bachelor,Employed,Asylum application
2987,2025-03-01,7,Italy,Male,25-34,Lower secondary,Inactive,Employment support
3049,2025-03-01,2,Portugal,Female,55+,Master,Employed,Integration program
3050,2025-03-01,1,Turkey,Male,25-34,Upper secondary,Unemployed,Language training
3057,2025-03-01,1,Morocco,Male,35-44,Bachelor,Unemployed,Housing support
3064,2025-03-01,1,India,Male,45-54,Master,Employed,Housing support
3118,2025-03-01,6,Brazil,Male,35-44,Bachelor,Unemployed,Employment support
3403,2025-03-01,1,Morocco,Female,35-44,Bachelor,Employed,Housing support
3444,2025-03-01,4,Tunisia,Male,25-34,Upper secondary,Employed,Integration program
3453,2025-03-01,2,Spain,Female,45-54,Lower secondary,Inactive,Language training
3484,2025-03-01,2,Algeria,Male,35-44,Bachelor,Employed,Integration program
3631,2025-03-01,6,Senegal,Male,45-54,Lower secondary,Unemployed,Language training
3670,2025-03-01,1,Brazil,Male,45-54,Bachelor,Employed,Housing support
3731,2025-03-01,7,Colombia,Female,25-34,Doctorate,Employed,Language training
3943,2025-03-01,1,Morocco,Male,45-54,Upper secondary,Employed,Language training
3992,2025-03-01,6,India,Female,25-34,Upper secondary,Unemployed,Housing support
4009,2025-03-01,5,Bangladesh,Female,25-34,Upper secondary,Unemployed,Employment support
4089,2025-03-01,1,Tunisia,Female,25-34,Lower secondary,Unemployed,Language training
4179,2025-03-01,2,Georgia,Male,25-34,Bachelor,Employed,Asylum application
4309,2025-03-01,6,Nigeria,Male,35-44,Doctorate,Unemployed,Language training
4351,2025-03-01,1,Morocco,Male,25-34,Upper secondary,Employed,Language training
4356,2025-03-01,10,India,Female,35-44,Bachelor,Employed,Language training
4363,2025-03-01,1,Nigeria,Male,25-34,Bachelor,Unemployed,Asylum application
4367,2025-03-01,9,Senegal,Male,45-54,Bachelor,Employed,Integration program
4456,2025-03-01,5,Spain,Female,45-54,Upper secondary,Unemployed,Integration program
4482,2025-03-01,1,Morocco,Male,18-24,Bachelor,Unemployed,Integration program
4487,2025-03-01,6,Nigeria,Female,18-24,Master,Employed,Employment support
4576,2025-03-01,1,Senegal,Male,35-44,Upper secondary,Employed,Housing support
4578,2025-03-01,5,Turkey,Female,25-34,Lower secondary,Employed,Asylum application
4658,2025-03-01,3,Italy,Male,45-54,Lower secondary,Employed,Employment support
4660,2025-03-01,6,Afghanistan,Male,35-44,Upper secondary,Employed,Housing support
4684,2025-03-01,3,Brazil,Female,45-54,Master,Employed,Asylum application
4693,2025-03-01,2,Morocco,Female,18-24,Bachelor,Unemployed,Employment support
4854,2025-03-01,7,Nigeria,Female,45-54,Lower secondary,Inactive,Integration program
4905,2025-03-01,3,India,Female,25-34,Bachelor,Employed,Asylum application
4970,2025-03-01,9,Brazil,Female,25-34,Bachelor,Employed,Employment support
5149,2025-03-01,6,Ukraine,Female,18-24,Master,Employed,Asylum application
5241,2025-03-01,3,Algeria,Male,45-54,Lower secondary,Employed,Employment support
5279,2025-03-01,6,Tunisia,Female,25-34,Upper secondary,Employed,Employment support
5294,2025-03-01,1,Guinea,Female,35-44,Bachelor,Employed,Integration program
5321,2025-03-01,10,China,Female,25-34,Lower secondary,Employed,Asylum application
5462,2025-03-01,4,Côte d'Ivoire,Female,25-34,Lower secondary,Employed,Integration program
5540,2025-03-01,1,Italy,Male,45-54,Lower secondary,Inactive,Language training
5546,2025-03-01,3,Turkey,Female,35-44,Upper secondary,Employed,Employment support
5627,2025-03-01,1,Tunisia,Male,25-34,Master,Employed,Language training
5634,2025-03-01,9,Nigeria,Male,25-34,Lower secondary,Unemployed,Language training
5674,2025-03-01,5,Côte d'Ivoire,Female,45-54,Bachelor,Employed,Asylum application
5766,2025-03-01,6,Ukraine,Female,18-24,Upper secondary,Employed,Housing support
5814,2025-03-01,1,Colombia,Female,55+,Bachelor,Employed,Housing support
5828,2025-03-01,9,Afghanistan,Male,25-34,Upper secondary,Employed,Language training
5862,2025-03-01,8,Guinea,Female,55+,Lower secondary,Unemployed,Integration program
5866,2025-03-01,6,Georgia,Female,35-44,Upper secondary,Unemployed,Language training
5882,2025-03-01,1,Algeria,Female,45-54,Upper secondary,Employed,Language training
5883,2025-03-01,6,Other,Female,35-44,Master,Employed,Language training
5893,2025-03-01,1,Turkey,Male,35-44,Bachelor,Unemployed,Housing support
5952,2025-03-01,1,Tunisia,Male,25-34,Bachelor,Inactive,Language training
5960,2025-03-01,7,Algeria,Male,25-34,Upper secondary,Unemployed,Integration program
5988,2025-03-01,7,Spain,Female,25-34,Upper secondary,Employed,Employment support
44,2025-04-01,1,Colombia,Female,55+,Upper secondary,Employed,Asylum application
120,2025-04-01,6,Senegal,Male,18-24,Bachelor,Employed,Asylum application
338,2025-04-01,4,Côte d'Ivoire,Male,25-34,Bachelor,Employed,Employment support
368,2025-04-01,2,Brazil,Male,25-34,Bachelor,Employed,Asylum application
380,2025-04-01,8,China,Male,25-34,Bachelor,Employed,Asylum application
402,2025-04-01,4,Côte d'Ivoire,Male,25-34,Master,Unemployed,Asylum application
405,2025-04-01,1,Afghanistan,Male,25-34,Doctorate,Unemployed,Employment support
487,2025-04-01,6,Morocco,Female,25-34,Bachelor,Employed,Asylum application
576,2025-04-01,2,India,Male,35-44,Bachelor,Employed,Language training
591,2025-04-01,3,Ukraine,Male,25-34,Master,Employed,Integration program
646,2025-04-01,3,Nigeria,Male,18-24,Master,Unemployed,Housing support
749,2025-04-01,5,Georgia,Male,25-34,Master,Employed,Housing support
780,2025-04-01,3,Afghanistan,Female,45-54,Master,Unemployed,Language training
890,2025-04-01,8,Morocco,Male,35-44,Bachelor,Employed,Housing support
909,2025-04-01,5,Algeria,Female,55+,Upper secondary,Employed,Integration program
911,2025-04-01,5,India,Male,45-54,Master,Employed,Asylum application
918,2025-04-01,4,Côte d'Ivoire,Female,35-44,Lower secondary,Unemployed,Employment support
1031,2025-04-01,7,Morocco,Male,18-24,Bachelor,Employed,Employment support
1090,2025-04-01,7,Morocco,Female,25-34,Bachelor,Inactive,Housing support
1244,2025-04-01,1,Bangladesh,Female,45-54,Lower secondary,Employed,Housing support
1295,2025-04-01,2,Turkey,Male,35-44,Upper secondary,Employed,Language training
1306,2025-04-01,2,Côte d'Ivoire,Male,25-34,Master,Employed,Employment support
1314,2025-04-01,7,Portugal,Male,35-44,Lower secondary,Unemployed,Employment support
1358,2025-04-01,2,Italy,Female,25-34,Bachelor,Employed,Integration program
1427,2025-04-01,6,Algeria,Male,55+,Lower secondary,Unemployed,Employment support
1446,2025-04-01,1,Algeria,Female,35-44,Bachelor,Employed,Integration program
1469,2025-04-01,1,Syria,Male,45-54,Bachelor,Employed,Language training
1537,2025-04-01,6,Brazil,Male,35-44,Master,Employed,Integration program
1595,2025-04-01,3,Senegal,Female,35-44,Master,Unemployed,Employment support
1614,2025-04-01,8,Senegal,Female,25-34,Upper secondary,Unemployed,Asylum application
1653,2025-04-01,5,Other,Male,35-44,Upper secondary,Employed,Language training
1661,2025-04-01,6,Algeria,Female,25-34,Upper secondary,Unemployed,Integration program
1741,2025-04-01,4,Afghanistan,Female,35-44,Upper secondary,Unemployed,Language training
1812,2025-04-01,5,Tunisia,Male,35-44,Upper secondary,Unemployed,Asylum application
1892,2025-04-01,1,Brazil,Male,55+,Master,Unemployed,Asylum application
1970,2025-04-01,3,India,Female,18-24,Bachelor,Unemployed,Employment support
1975,2025-04-01,9,Brazil,Female,45-54,Upper secondary,Employed,Language training
2060,2025-04-01,7,Brazil,Female,45-54,Lower secondary,Employed,Asylum application
2068,2025-04-01,1,Colombia,Male,25-34,Doctorate,Employed,Language training
2105,2025-04-01,1,Côte d'Ivoire,Male,35-44,Bachelor,Inactive,Integration program
2137,2025-04-01,6,Spain,Male,35-44,Upper secondary,Inactive,Asylum application
2147,2025-04-01,2,Italy,Male,25-34,Lower secondary,Employed,Language training
2157,2025-04-01,1,India,Female,45-54,Lower secondary,Unemployed,Housing support
2279,2025-04-01,7,Italy,Male,55+,Master,Employed,Housing support
2304,2025-04-01,1,Portugal,Male,25-34,Bachelor,Employed,Asylum application
2357,2025-04-01,5,Other,Female,35-44,Bachelor,Employed,Integration program
2416,2025-04-01,1,Other,Male,45-54,Lower secondary,Unemployed,Integration program
2467,2025-04-01,3,Afghanistan,Male,25-34,Master,Employed,Integration program
2553,2025-04-01,1,Brazil,Female,45-54,Bachelor,Employed,Employment support
2577,2025-04-01,3,Spain,Female,18-24,Bachelor,Unemployed,Housing support
2583,2025-04-01,2,Afghanistan,Male,35-44,Lower secondary,Unemployed,Housing support
2624,2025-04-01,4,Senegal,Female,35-44,Doctorate,Employed,Employment support
2698,2025-04-01,6,Spain,Male,25-34,Lower secondary,Unemployed,Employment support
2737,2025-04-01,9,Algeria,Male,35-44,Upper secondary,Unemployed,Integration program
2739,2025-04-01,1,Turkey,Male,45-54,Bachelor,Employed,Integration program
2807,2025-04-01,7,Colombia,Male,18-24,Upper secondary,Unemployed,Integration program
2814,2025-04-01,2,Syria,Female,55+,Lower secondary,Employed,Housing support
2815,2025-04-01,4,Bangladesh,Female,55+,Lower secondary,Employed,Integration program
2845,2025-04-01,1,Morocco,Female,45-54,Upper secondary,Employed,Housing support
2923,2025-04-01,4,Senegal,Male,18-24,Upper secondary,Employed,Integration program
2924,2025-04-01,3,Afghanistan,Male,25-34,Bachelor,Employed,Integration program
2989,2025-04-01,5,Portugal,Male,18-24,Upper secondary,Unemployed,Asylum application
3013,2025-04-01,10,Syria,Female,45-54,Master,Unemployed,Asylum application
3041,2025-04-01,2,Afghanistan,Female,18-24,Upper secondary,Employed,Language training
3197,2025-04-01,8,Afghanistan,Male,35-44,Bachelor,Unemployed,Integration program
3201,2025-04-01,9,Turkey,Female,25-34,Master,Employed,Housing support
3224,2025-04-01,7,Guinea,Male,35-44,Bachelor,Employed,Employment support
3246,2025-04-01,5,Portugal,Male,35-44,Bachelor,Unemployed,Asylum application
3272,2025-04-01,1,Brazil,Male,45-54,Bachelor,Unemployed,Asylum application
3409,2025-04-01,7,Bangladesh,Male,35-44,Bachelor,Employed,Asylum application
3416,2025-04-01,4,Portugal,Male,35-44,Upper secondary,Employed,Employment support
3434,2025-04-01,1,Ukraine,Female,25-34,Upper secondary,Unemployed,Employment support
3483,2025-04-01,2,Turkey,Female,55+,Master,Employed,Language training
3575,2025-04-01,1,China,Male,18-24,Upper secondary,Unemployed,Housing support
3648,2025-04-01,6,Colombia,Male,35-44,Upper secondary,Inactive,Employment support
3786,2025-04-01,6,Algeria,Female,35-44,Master,Employed,Housing support
3792,2025-04-01,7,China,Male,18-24,Upper secondary,Inactive,Integration program
3828,2025-04-01,2,Tunisia,Male,35-44,Upper secondary,Unemployed,Asylum application
3832,2025-04-01,1,Afghanistan,Female,25-34,Bachelor,Employed,Housing support
3845,2025-04-01,7,Georgia,Male,25-34,Doctorate,Unemployed,Integration program
3846,2025-04-01,3,China,Male,35-44,Bachelor,Employed,Employment support
3902,2025-04-01,1,Senegal,Female,25-34,Master,Employed,Housing support
3995,2025-04-01,1,Italy,Female,25-34,Upper secondary,Employed,Housing support
4033,2025-04-01,5,Tunisia,Female,45-54,Bachelor,Employed,Asylum application
4106,2025-04-01,6,Algeria,Male,25-34,Lower secondary,Employed,Employment support
4122,2025-04-01,7,Brazil,Female,25-34,Master,Unemployed,Asylum application
4266,2025-04-01,7,China,Male,25-34,Bachelor,Employed,Employment support
4285,2025-04-01,3,Other,Male,25-34,Master,Employed,Employment support
4288,2025-04-01,7,Italy,Female,45-54,Upper secondary,Employed,Employment support
4312,2025-04-01,5,China,Female,35-44,Master,Unemployed,Asylum application
4372,2025-04-01,1,Ukraine,Female,18-24,Lower secondary,Unemployed,Language training
4377,2025-04-01,2,China,Male,35-44,Bachelor,Employed,Employment support
4425,2025-04-01,1,Turkey,Female,35-44,Bachelor,Unemployed,Language training
4433,2025-04-01,2,Senegal,Female,25-34,Master,Unemployed,Language training
4438,2025-04-01,2,Georgia,Female,55+,Upper secondary,Inactive,Language training
4449,2025-04-01,2,Tunisia,Male,18-24,Bachelor,Employed,Language training
4452,2025-04-01,1,Other,Male,45-54,Doctorate,Employed,Language training
4461,2025-04-01,1,Georgia,Male,55+,Upper secondary,Employed,Housing support
4464,2025-04-01,9,Côte d'Ivoire,Male,35-44,Doctorate,Employed,Language training
4481,2025-04-01,3,Georgia,Female,55+,Bachelor,Unemployed,Housing support
4582,2025-04-01,1,China,Male,25-34,Master,Unemployed,Asylum application
4631,2025-04-01,1,Turkey,Male,25-34,Upper secondary,Employed,Employment support
4652,2025-04-01,7,China,Female,25-34,Master,Unemployed,Employment support
4720,2025-04-01,6,Brazil,Female,35-44,Lower secondary,Employed,Employment support
4732,2025-04-01,7,Morocco,Male,18-24,Master,Employed,Housing support
4759,2025-04-01,1,Guinea,Female,55+,Lower secondary,Unemployed,Housing support
4784,2025-04-01,10,Other,Male,25-34,Bachelor,Employed,Employment support
4834,2025-04-01,1,Syria,Female,35-44,Master,Unemployed,Housing support
4850,2025-04-01,9,Brazil,Male,35-44,Master,Employed,Integration program
4902,2025-04-01,1,Other,Female,25-34,Upper secondary,Employed,Housing support
4950,2025-04-01,1,China,Male,25-34,Bachelor,Employed,Asylum application
5049,2025-04-01,5,Nigeria,Male,25-34,Upper secondary,Employed,Asylum application
5105,2025-04-01,1,Tunisia,Female,45-54,Master,Employed,Language training
5124,2025-04-01,3,Guinea,Female,18-24,Bachelor,Inactive,Asylum application
5130,2025-04-01,3,Morocco,Male,45-54,Doctorate,Employed,Language training
5153,2025-04-01,2,Portugal,Male,25-34,Bachelor,Employed,Language training
5277,2025-04-01,5,Guinea,Female,25-34,Bachelor,Unemployed,Housing support
5466,2025-04-01,8,Spain,Female,45-54,Master,Employed,Housing support
5468,2025-04-01,4,Colombia,Female,25-34,Lower secondary,Employed,Language training
5656,2025-04-01,4,Georgia,Male,35-44,Upper secondary,Inactive,Language training
5704,2025-04-01,2,Turkey,Female,35-44,Master,Employed,Housing support
5713,2025-04-01,4,Côte d'Ivoire,Female,18-24,Doctorate,Unemployed,Housing support
5819,2025-04-01,1,Georgia,Male,18-24,Upper secondary,Unemployed,Integration program
5829,2025-04-01,1,Afghanistan,Female,25-34,Bachelor,Employed,Integration program
5998,2025-04-01,6,Other,Female,25-34,Master,Employed,Asylum application
39,2025-05-01,1,Portugal,Female,25-34,Upper secondary,Unemployed,Integration program
50,2025-05-01,1,Brazil,Male,35-44,Lower secondary,Unemployed,Asylum application
71,2025-05-01,8,India,Female,55+,Upper secondary,Unemployed,Housing support
115,2025-05-01,4,Nigeria,Male,25-34,Upper secondary,Unemployed,Asylum application
119,2025-05-01,1,China,Female,45-54,Upper secondary,Employed,Employment support
127,2025-05-01,6,Ukraine,Female,25-34,Upper secondary,Employed,Housing support
137,2025-05-01,1,Italy,Male,55+,Doctorate,Employed,Employment support
159,2025-05-01,10,Other,Male,18-24,Bachelor,Employed,Language training
220,2025-05-01,3,Portugal,Female,25-34,Upper secondary,Unemployed,Employment support
296,2025-05-01,5,Bangladesh,Female,45-54,Master,Inactive,Integration program
298,2025-05-01,1,Other,Female,35-44,Master,Employed,Language training
358,2025-05-01,6,Nigeria,Female,55+,Master,Employed,Housing support
360,2025-05-01,1,Portugal,Male,35-44,Bachelor,Unemployed,Language training
398,2025-05-01,2,Other,Female,25-34,Upper secondary,Employed,Asylum application
414,2025-05-01,4,Afghanistan,Female,55+,Master,Unemployed,Integration program
443,2025-05-01,1,Bangladesh,Female,45-54,Master,Employed,Employment support
792,2025-05-01,4,Morocco,Female,25-34,Upper secondary,Employed,Integration program
809,2025-05-01,4,Portugal,Male,25-34,Bachelor,Unemployed,Employment support
875,2025-05-01,1,Portugal,Male,25-34,Bachelor,Employed,Asylum application
908,2025-05-01,3,Afghanistan,Female,45-54,Lower secondary,Unemployed,Asylum application
933,2025-05-01,6,Nigeria,Male,35-44,Upper secondary,Employed,Integration program
946,2025-05-01,7,Nigeria,Female,45-54,Upper secondary,Employed,Employment support
977,2025-05-01,1,Senegal,Female,45-54,Bachelor,Unemployed,Employment support
1110,2025-05-01,7,Italy,Female,25-34,Upper secondary,Employed,Housing support
1112,2025-05-01,6,Portugal,Female,35-44,Upper secondary,Employed,Housing support
1335,2025-05-01,4,Ukraine,Male,25-34,Doctorate,Employed,Housing support
1347,2025-05-01,6,Algeria,Male,25-34,Upper secondary,Unemployed,Asylum application
1363,2025-05-01,1,Portugal,Female,45-54,Bachelor,Employed,Language training
1399,2025-05-01,4,Syria,Male,55+,Bachelor,Inactive,Housing support
1448,2025-05-01,8,Tunisia,Female,25-34,Bachelor,Employed,Language training
1501,2025-05-01,4,Portugal,Male,35-44,Bachelor,Unemployed,Housing support
1504,2025-05-01,6,China,Male,25-34,Upper secondary,Employed,Integration program
1569,2025-05-01,9,Colombia,Female,55+,Bachelor,Employed,Housing support
1618,2025-05-01,3,Nigeria,Male,35-44,Bachelor,Unemployed,Employment support
1646,2025-05-01,10,Brazil,Female,25-34,Bachelor,Unemployed,Integration program
1655,2025-05-01,7,Portugal,Male,25-34,Doctorate,Employed,Language training
1808,2025-05-01,8,Brazil,Male,25-34,Upper secondary,Employed,Asylum application
1815,2025-05-01,9,Syria,Male,35-44,Master,Employed,Housing support
1909,2025-05-01,2,Colombia,Female,35-44,Master,Employed,Language training
1941,2025-05-01,1,Tunisia,Female,25-34,Upper secondary,Unemployed,Asylum application
2007,2025-05-01,7,Spain,Male,35-44,Bachelor,Unemployed,Asylum application
2015,2025-05-01,1,Turkey,Female,18-24,Upper secondary,Inactive,Asylum application
2050,2025-05-01,2,Ukraine,Female,35-44,Upper secondary,Employed,Asylum application
2055,2025-05-01,3,Côte d'Ivoire,Female,55+,Upper secondary,Employed,Employment support
