support_id,region_id,support_date,program,education_level,age_group,sex,completed,employment_outcome
2303,5,2022-04-01,Employer matching,Master,35-44,Male,Yes,Employed
2304,1,2025-09-01,Job placement,Lower secondary,25-34,Female,Yes,Employed
2305,3,2025-08-01,Job placement,Bachelor,25-34,Male,Yes,Training
2306,1,2023-10-01,Skills training,Bachelor,25-34,Male,No,Employed
2307,9,2025-10-01,Skills training,Doctorate,55+,Male,Yes,Still unemployed
2308,3,2024-06-01,CV workshop,Upper secondary,25-34,Male,Yes,Employed
2309,10,2024-09-01,Language course,Bachelor,25-34,Male,Yes,Employed
2310,9,2024-12-01,Skills training,Bachelor,35-44,Male,Yes,Still unemployed
2311,2,2023-01-01,Skills training,Upper secondary,45-54,Male,Yes,Training
2312,4,2025-05-01,Job placement,Upper secondary,35-44,Female,Yes,Employed
2313,5,2022-08-01,Employer matching,Lower secondary,35-44,Male,Yes,Employed
2314,9,2022-09-01,Language course,Lower secondary,55+,Female,No,Employed
2315,10,2022-06-01,CV workshop,Bachelor,25-34,Male,No,Training
2316,10,2022-10-01,CV workshop,Master,45-54,Male,Yes,Employed
2317,5,2025-02-01,Language course,Upper secondary,55+,Female,Yes,Still unemployed
2318,5,2025-07-01,Language course,Bachelor,18-24,Female,No,Employed
2319,2,2022-06-01,Employer matching,Bachelor,35-44,Male,Yes,Employed
2320,5,2023-03-01,Skills training,Bachelor,55+,Female,No,Still unemployed
2321,2,2022-12-01,Employer matching,Bachelor,25-34,Male,Yes,Training
2322,9,2024-07-01,Job placement,Doctorate,25-34,Female,No,Employed
2323,4,2025-06-01,CV workshop,Bachelor,25-34,Male,Yes,Still unemployed
2324,6,2022-04-01,Employer matching,Master,45-54,Female,Yes,Employed
2325,3,2023-05-01,CV workshop,Upper secondary,35-44,Female,Yes,Training
2326,9,2024-09-01,CV workshop,Upper secondary,25-34,Female,Yes,Still unemployed
2327,8,2025-08-01,Employer matching,Lower secondary,35-44,Female,Yes,Training
2328,8,2022-09-01,Language course,Bachelor,35-44,Male,No,Still unemployed
2329,9,2024-01-01,CV workshop,Master,25-34,Male,Yes,Employed
2330,4,2025-03-01,Skills training,Bachelor,18-24,Male,Yes,Training
2331,10,2025-05-01,Employer matching,Master,18-24,Female,Yes,Employed
2332,7,2024-12-01,Employer matching,Upper secondary,25-34,Female,Yes,Still unemployed
2333,1,2025-02-01,Language course,Bachelor,35-44,Female,Yes,Still unemployed
2334,1,2024-05-01,Language course,Bachelor,55+,Female,Yes,Training
2335,8,2022-02-01,Language course,Upper secondary,45-54,Female,Yes,Still unemployed
2336,6,2022-08-01,Skills training,Bachelor,25-34,Male,Yes,Still unemployed
2337,10,2025-03-01,Job placement,Master,35-44,Male,No,Still unemployed
2338,1,2023-01-01,Skills training,Master,25-34,Female,Yes,Still unemployed
2339,8,2024-10-01,Employer matching,Bachelor,25-34,Female,Yes,Employed
2340,6,2022-03-01,Skills training,Bachelor,25-34,Male,Yes,Still unemployed
2341,1,2024-05-01,Language course,Doctorate,45-54,Female,No,Training
2342,9,2023-04-01,CV workshop,Master,18-24,Female,No,Still unemployed
2343,1,2024-05-01,Job placement,Upper secondary,18-24,Female,Yes,Training
2344,2,2023-07-01,Skills training,Master,25-34,Male,No,Employed
2345,10,2025-01-01,CV workshop,Upper secondary,25-34,Male,Yes,Training
2346,4,2023-11-01,CV workshop,Upper secondary,18-24,Female,Yes,Still unemployed
2347,9,2025-02-01,Skills training,Doctorate,25-34,Male,Yes,Employed
2348,6,2025-12-01,Job placement,Lower secondary,45-54,Male,Yes,Training
2349,5,2023-09-01,Employer matching,Master,25-34,Male,Yes,Employed
2350,3,2024-11-01,Language course,Bachelor,35-44,Female,Yes,Employed
2351,2,2023-11-01,Skills training,Master,55+,Male,Yes,Employed
2352,1,2023-07-01,CV workshop,Bachelor,35-44,Male,No,Employed
2353,1,2024-10-01,Skills training,Master,35-44,Male,Yes,Still unemployed
2354,1,2025-05-01,Skills training,Doctorate,55+,Female,Yes,Employed
2355,10,2023-03-01,Employer matching,Master,18-24,Female,Yes,Training
2356,3,2023-06-01,Language course,Upper secondary,55+,Female,Yes,Still unemployed
2357,9,2023-08-01,Job placement,Master,25-34,Male,Yes,Employed
2358,4,2023-06-01,Language course,Bachelor,18-24,Male,Yes,Training
2359,6,2022-10-01,Job placement,Upper secondary,25-34,Male,No,Employed
2360,5,2022-04-01,Language course,Master,45-54,Female,No,Still unemployed
2361,9,2023-02-01,Skills training,Upper secondary,25-34,Male,Yes,Training
2362,9,2024-12-01,Job placement,Upper secondary,18-24,Male,Yes,Employed
2363,2,2025-09-01,CV workshop,Bachelor,18-24,Male,Yes,Employed
2364,5,2022-10-01,CV workshop,Doctorate,25-34,Female,Yes,Employed
2365,9,2023-08-01,Language course,Master,55+,Female,No,Employed
2366,1,2022-12-01,Employer matching,Upper secondary,35-44,Male,No,Employed
2367,9,2025-06-01,CV workshop,Master,35-44,Female,Yes,Employed
2368,4,2023-05-01,Language course,Upper secondary,25-34,Female,No,Training
2369,8,2022-06-01,Language course,Bachelor,55+,Male,Yes,Employed
2370,4,2025-04-01,Skills training,Upper secondary,18-24,Male,Yes,Still unemployed
2371,6,2022-08-01,Employer matching,Upper secondary,18-24,Male,Yes,Employed
2372,6,2025-06-01,Skills training,Doctorate,25-34,Female,Yes,Employed
2373,3,2024-02-01,Job placement,Bachelor,25-34,Male,Yes,Employed
2374,7,2024-03-01,CV workshop,Master,45-54,Male,Yes,Employed
2375,1,2023-11-01,Job placement,Bachelor,35-44,Female,No,Training
2376,1,2025-09-01,Language course,Lower secondary,25-34,Male,Yes,Employed
2377,7,2022-09-01,Employer matching,Bachelor,35-44,Female,No,Still unemployed
2378,6,2023-09-01,Language course,Upper secondary,35-44,Male,Yes,Still unemployed
2379,6,2022-04-01,CV workshop,Upper secondary,25-34,Male,Yes,Employed
2380,3,2024-06-01,Language course,Upper secondary,25-34,Male,Yes,Still unemployed
2381,1,2024-07-01,CV workshop,Bachelor,25-34,Female,Yes,Still unemployed
2382,8,2025-09-01,Job placement,Master,45-54,Male,Yes,Employed
2383,3,2024-08-01,Job placement,Upper secondary,45-54,Female,Yes,Employed
2384,4,2024-02-01,CV workshop,Bachelor,45-54,Female,Yes,Employed
2385,9,2024-09-01,Job placement,Lower secondary,35-44,Female,Yes,Employed
2386,10,2023-11-01,Job placement,Master,25-34,Female,Yes,Employed
2387,4,2025-10-01,Job placement,Master,35-44,Male,Yes,Employed
2388,4,2022-02-01,CV workshop,Upper secondary,45-54,Male,Yes,Employed
2389,10,2023-06-01,Skills training,Bachelor,35-44,Female,Yes,Still unemployed
2390,4,2025-07-01,Employer matching,Lower secondary,45-54,Female,Yes,Still unemployed
2391,6,2024-08-01,Employer matching,Master,18-24,Female,Yes,Employed
2392,2,2022-10-01,Language course,Bachelor,35-44,Female,Yes,Employed
2393,9,2024-12-01,Skills training,Upper secondary,45-54,Female,Yes,Still unemployed
2394,2,2023-10-01,Employer matching,Master,35-44,Male,Yes,Employed
2395,4,2024-06-01,Language course,Master,25-34,Male,No,Employed
2396,7,2025-03-01,Language course,Upper secondary,25-34,Female,Yes,Employed
2397,9,2024-12-01,Language course,Bachelor,18-24,Male,Yes,Training
2398,6,2024-01-01,CV workshop,Bachelor,45-54,Male,No,Still unemployed
2399,9,2025-03-01,Skills training,Upper secondary,35-44,Female,No,Still unemployed
2400,6,2025-02-01,Skills training,Master,45-54,Female,No,Still unemployed
2401,5,2024-02-01,Skills training,Bachelor,25-34,Female,Yes,Employed
2402,2,2025-05-01,Skills training,Master,25-34,Male,Yes,Employed
2403,4,2023-09-01,Employer matching,Bachelor,35-44,Female,Yes,Employed
2404,2,2025-06-01,Skills training,Master,18-24,Male,Yes,Still unemployed
2405,3,2025-01-01,CV workshop,Upper secondary,35-44,Female,Yes,Employed
2406,5,2022-04-01,Skills training,Upper secondary,25-34,Male,Yes,Still unemployed
2407,10,2023-10-01,Language course,Bachelor,25-34,Male,Yes,Employed
2408,10,2022-10-01,Language course,Bachelor,25-34,Male,Yes,Employed
2409,6,2022-11-01,CV workshop,Lower secondary,55+,Female,No,Employed
2410,5,2025-08-01,CV workshop,Bachelor,35-44,Male,Yes,Employed
2411,4,2025-03-01,Employer matching,Lower secondary,35-44,Male,Yes,Employed
2412,10,2023-01-01,Job placement,Upper secondary,45-54,Male,Yes,Employed
2413,4,2024-06-01,Job placement,Upper secondary,45-54,Male,Yes,Employed
2414,10,2024-10-01,Employer matching,Master,35-44,Female,Yes,Employed
2415,5,2022-08-01,Skills training,Upper secondary,25-34,Female,Yes,Employed
2416,2,2024-02-01,Employer matching,Upper secondary,18-24,Female,Yes,Still unemployed
2417,5,2024-08-01,Skills training,Bachelor,45-54,Female,No,Still unemployed
2418,10,2025-09-01,Job placement,Upper secondary,25-34,Female,Yes,Still unemployed
2419,4,2023-11-01,Job placement,Lower secondary,25-34,Male,Yes,Still unemployed
2420,8,2023-01-01,Skills training,Lower secondary,55+,Female,Yes,Employed
2421,10,2023-12-01,Language course,Doctorate,35-44,Female,Yes,Employed
2422,1,2025-03-01,Job placement,Lower secondary,35-44,Male,Yes,Still unemployed
2423,9,2022-08-01,Skills training,Bachelor,35-44,Female,Yes,Employed
2424,8,2023-08-01,Skills training,Lower secondary,25-34,Female,No,Training
2425,7,2022-06-01,Skills training,Master,45-54,Male,Yes,Still unemployed
2426,5,2022-12-01,Job placement,Bachelor,25-34,Male,No,Training
2427,7,2022-05-01,Language course,Doctorate,35-44,Male,Yes,Still unemployed
2428,2,2023-12-01,Skills training,Doctorate,25-34,Female,Yes,Still unemployed
2429,10,2024-10-01,Job placement,Doctorate,55+,Female,Yes,Employed
2430,3,2024-02-01,Language course,Lower secondary,25-34,Female,No,Still unemployed
2431,2,2022-06-01,CV workshop,Bachelor,18-24,Female,Yes,Employed
2432,8,2022-06-01,Skills training,Master,45-54,Male,Yes,Employed
2433,1,2023-10-01,CV workshop,Upper secondary,25-34,Female,No,Employed
2434,4,2022-10-01,CV workshop,Upper secondary,35-44,Male,No,Employed
2435,3,2022-08-01,CV workshop,Upper secondary,25-34,Male,Yes,Employed
2436,10,2025-08-01,Skills training,Master,18-24,Female,Yes,Employed
2437,3,2023-06-01,Employer matching,Master,18-24,Female,Yes,Still unemployed
2438,9,2024-08-01,Language course,Master,25-34,Female,Yes,Employed
2439,6,2023-09-01,Language course,Upper secondary,45-54,Male,Yes,Employed
2440,6,2024-10-01,Employer matching,Master,55+,Male,Yes,Employed
2441,7,2023-05-01,Job placement,Lower secondary,18-24,Male,Yes,Employed
2442,7,2023-05-01,Skills training,Doctorate,35-44,Male,No,Still unemployed
2443,3,2025-06-01,Language course,Bachelor,55+,Male,Yes,Employed
2444,10,2024-02-01,Job placement,Master,25-34,Female,Yes,Employed
2445,1,2025-01-01,CV workshop,Doctorate,55+,Female,No,Still unemployed
2446,4,2022-02-01,Job placement,Upper secondary,25-34,Male,Yes,Employed
2447,4,2023-04-01,Job placement,Upper secondary,25-34,Male,Yes,Training
2448,9,2022-07-01,Job placement,Upper secondary,45-54,Female,Yes,Still unemployed
2449,5,2022-02-01,Skills training,Lower secondary,18-24,Female,No,Still unemployed
2450,5,2025-11-01,CV workshop,Bachelor,25-34,Female,Yes,Employed
2451,1,2025-03-01,Job placement,Doctorate,25-34,Female,Yes,Employed
2452,9,2022-11-01,Language course,Master,25-34,Male,Yes,Still unemployed
2453,5,2023-02-01,Job placement,Doctorate,35-44,Male,Yes,Employed
2454,1,2023-12-01,Skills training,Upper secondary,35-44,Female,Yes,Training
2455,3,2023-03-01,Employer matching,Lower secondary,18-24,Female,Yes,Training
2456,8,2025-09-01,Skills training,Upper secondary,45-54,Female,No,Employed
2457,1,2023-12-01,Employer matching,Bachelor,45-54,Male,No,Still unemployed
2458,9,2024-08-01,Job placement,Master,45-54,Male,Yes,Employed
2459,5,2024-10-01,Skills training,Master,35-44,Male,Yes,Employed
2460,7,2022-08-01,Language course,Lower secondary,35-44,Male,Yes,Training
2461,8,2024-02-01,Employer matching,Bachelor,45-54,Male,Yes,Employed
2462,3,2023-10-01,Employer matching,Upper secondary,18-24,Male,Yes,Still unemployed
2463,6,2024-12-01,CV workshop,Upper secondary,35-44,Male,Yes,Employed
2464,2,2023-11-01,Skills training,Master,35-44,Male,No,Still unemployed
2465,6,2022-03-01,Job placement,Master,35-44,Male,Yes,Still unemployed
2466,8,2023-11-01,Skills training,Bachelor,25-34,Male,No,Still unemployed
2467,2,2025-05-01,Job placement,Lower secondary,25-34,Female,Yes,Training
2468,2,2025-05-01,Skills training,Upper secondary,45-54,Male,Yes,Still unemployed
2469,2,2022-12-01,CV workshop,Doctorate,18-24,Male,Yes,Employed
2470,9,2024-03-01,Job placement,Bachelor,55+,Male,Yes,Still unemployed
2471,9,2024-08-01,Skills training,Master,35-44,Female,Yes,Employed
2472,6,2025-01-01,Employer matching,Bachelor,25-34,Male,Yes,Still unemployed
2473,6,2023-03-01,Language course,Bachelor,35-44,Male,No,Training
2474,4,2023-06-01,CV workshop,Bachelor,45-54,Male,Yes,Employed
2475,6,2025-06-01,Skills training,Master,25-34,Male,No,Still unemployed
2476,3,2024-10-01,Job placement,Doctorate,35-44,Male,Yes,Still unemployed
2477,5,2022-07-01,Job placement,Bachelor,55+,Male,No,Still unemployed
2478,1,2023-09-01,CV workshop,Doctorate,25-34,Male,No,Still unemployed
2479,6,2022-02-01,Job placement,Master,45-54,Male,No,Still unemployed
2480,10,2025-01-01,Employer matching,Master,18-24,Male,Yes,Employed
2481,8,2023-05-01,Skills training,Doctorate,35-44,Male,Yes,Still unemployed
2482,7,2024-12-01,Skills training,Upper secondary,18-24,Female,Yes,Employed
2483,3,2025-10-01,Employer matching,Lower secondary,35-44,Female,No,Employed
2484,8,2023-05-01,Skills training,Lower secondary,18-24,Male,Yes,Employed
2485,10,2025-12-01,CV workshop,Bachelor,55+,Female,Yes,Training
2486,10,2023-06-01,Job placement,Master,45-54,Male,Yes,Employed
2487,10,2023-04-01,Job placement,Lower secondary,45-54,Male,Yes,Employed
2488,3,2025-04-01,Job placement,Bachelor,55+,Male,Yes,Employed
2489,3,2022-03-01,Language course,Bachelor,35-44,Female,Yes,Employed
2490,1,2024-05-01,Employer matching,Bachelor,25-34,Male,Yes,Still unemployed
2491,10,2022-08-01,Employer matching,Upper secondary,55+,Male,Yes,Employed
2492,5,2024-06-01,Skills training,Upper secondary,25-34,Female,Yes,Employed
2493,6,2023-02-01,Job placement,Lower secondary,45-54,Female,No,Training
2494,5,2025-11-01,Employer matching,Upper secondary,45-54,Male,Yes,Training
2495,7,2023-03-01,Skills training,Lower secondary,35-44,Male,No,Still unemployed
2496,1,2022-11-01,Employer matching,Bachelor,35-44,Male,Yes,Employed
2497,4,2025-01-01,Skills training,Bachelor,18-24,Female,Yes,Employed
2498,5,2024-02-01,Job placement,Bachelor,35-44,Female,Yes,Employed
2499,2,2024-08-01,CV workshop,Master,18-24,Male,Yes,Employed
2500,6,2022-10-01,CV workshop,Lower secondary,55+,Female,Yes,Employed
2501,7,2023-01-01,CV workshop,Bachelor,25-34,Male,No,Still unemployed
2502,2,2022-12-01,CV workshop,Upper secondary,45-54,Female,No,Employed
2503,9,2025-01-01,Skills training,Bachelor,45-54,Female,No,Still unemployed
2504,7,2024-06-01,Job placement,Master,35-44,Female,Yes,Still unemployed
2505,1,2023-04-01,Job placement,Bachelor,35-44,Female,Yes,Still unemployed
2506,4,2022-06-01,CV workshop,Upper secondary,25-34,Female,Yes,Employed
2507,8,2024-06-01,Skills training,Upper secondary,45-54,Female,No,Still unemployed
2508,6,2022-08-01,Employer matching,Bachelor,25-34,Male,No,Employed
2509,1,2025-11-01,Employer matching,Master,45-54,Female,Yes,Still unemployed
2510,7,2022-12-01,Employer matching,Bachelor,25-34,Female,Yes,Still unemployed
2511,3,2023-06-01,Job placement,Lower secondary,45-54,Female,No,Still unemployed
2512,4,2024-01-01,CV workshop,Master,45-54,Female,Yes,Employed
2513,1,2022-12-01,Job placement,Lower secondary,45-54,Female,Yes,Still unemployed
2514,8,2025-11-01,Job placement,Upper secondary,25-34,Female,Yes,Employed
2515,3,2024-05-01,Language course,Upper secondary,35-44,Female,No,Employed
2516,7,2024-09-01,Employer matching,Bachelor,35-44,Female,Yes,Employed
2517,5,2022-06-01,Job placement,Master,25-34,Male,Yes,Employed
2518,1,2024-08-01,Employer matching,Upper secondary,25-34,Female,No,Training
2519,2,2025-02-01,Job placement,Bachelor,25-34,Male,No,Employed
2520,2,2023-06-01,CV workshop,Bachelor,25-34,Female,Yes,Employed
2521,1,2025-01-01,CV workshop,Bachelor,18-24,Male,No,Still unemployed
2522,1,2022-05-01,CV workshop,Lower secondary,35-44,Female,Yes,Employed
2523,1,2024-07-01,Skills training,Bachelor,35-44,Female,No,Employed
2524,9,2025-03-01,Language course,Doctorate,25-34,Female,No,Still unemployed
2525,10,2024-04-01,CV workshop,Upper secondary,55+,Male,Yes,Employed
2526,4,2022-02-01,Job placement,Master,25-34,Male,Yes,Employed
2527,1,2023-11-01,Employer matching,Master,35-44,Female,Yes,Employed
2528,6,2024-12-01,Language course,Doctorate,45-54,Male,Yes,Still unemployed
2529,8,2022-05-01,Employer matching,Upper secondary,35-44,Male,Yes,Still unemployed
2530,6,2023-06-01,CV workshop,Master,25-34,Male,Yes,Still unemployed
2531,5,2024-12-01,Employer matching,Upper secondary,45-54,Male,No,Employed
2532,5,2023-11-01,Language course,Bachelor,35-44,Female,No,Still unemployed
2533,1,2023-10-01,Job placement,Bachelor,25-34,Male,Yes,Employed
2534,4,2024-01-01,CV workshop,Bachelor,35-44,Male,Yes,Employed
2535,2,2024-03-01,Job placement,Upper secondary,25-34,Male,Yes,Employed
2536,4,2022-12-01,Job placement,Upper secondary,25-34,Male,Yes,Still unemployed
2537,2,2022-05-01,Language course,Doctorate,25-34,Female,Yes,Employed
2538,3,2024-09-01,Employer matching,Bachelor,25-34,Female,Yes,Training
2539,3,2025-03-01,Skills training,Bachelor,18-24,Female,No,Employed
2540,3,2023-02-01,Language course,Lower secondary,25-34,Male,Yes,Still unemployed
2541,2,2023-02-01,Employer matching,Doctorate,35-44,Female,No,Employed
2542,7,2022-08-01,CV workshop,Master,25-34,Female,Yes,Employed
2543,3,2022-12-01,Employer matching,Doctorate,35-44,Male,No,Still unemployed
2544,8,2023-06-01,Language course,Upper secondary,35-44,Female,Yes,Still unemployed
2545,6,2025-03-01,Job placement,Upper secondary,55+,Male,No,Training
2546,3,2025-05-01,CV workshop,Master,25-34,Male,Yes,Employed
2547,2,2025-07-01,Skills training,Master,35-44,Female,Yes,Employed
2548,2,2023-08-01,Job placement,Master,35-44,Male,Yes,Employed
2549,9,2022-08-01,Job placement,Lower secondary,35-44,Male,Yes,Still unemployed
2550,8,2025-11-01,Language course,Bachelor,35-44,Female,No,Still unemployed
2551,6,2022-04-01,Employer matching,Upper secondary,45-54,Male,Yes,Employed
2552,1,2022-02-01,Skills training,Bachelor,35-44,Male,Yes,Employed
2553,6,2025-01-01,Employer matching,Doctorate,35-44,Male,No,Still unemployed
2554,6,2022-01-01,CV workshop,Master,25-34,Male,Yes,Employed
2555,10,2024-03-01,Employer matching,Upper secondary,45-54,Female,Yes,Employed
2556,5,2025-08-01,Job placement,Bachelor,35-44,Male,Yes,Employed
2557,2,2025-10-01,Job placement,Bachelor,45-54,Female,No,Still unemployed
2558,7,2022-10-01,Employer matching,Bachelor,25-34,Male,Yes,Employed
2559,5,2022-09-01,Language course,Lower secondary,25-34,Male,Yes,Employed
2560,8,2022-11-01,Skills training,Bachelor,35-44,Male,Yes,Still unemployed
2561,10,2023-10-01,Employer matching,Bachelor,45-54,Female,Yes,Still unemployed
2562,10,2025-02-01,Skills training,Lower secondary,45-54,Female,Yes,Employed
2563,6,2022-10-01,Skills training,Upper secondary,35-44,Male,Yes,Employed
2564,3,2022-09-01,Employer matching,Bachelor,35-44,Female,Yes,Employed
2565,6,2023-09-01,Language course,Bachelor,25-34,Female,Yes,Employed
2566,1,2024-06-01,Skills training,Upper secondary,25-34,Female,Yes,Still unemployed
2567,7,2023-03-01,Employer matching,Master,25-34,Female,No,Still unemployed
2568,6,2022-03-01,CV workshop,Bachelor,55+,Female,Yes,Employed
2569,9,2025-10-01,Language course,Upper secondary,25-34,Female,Yes,Still unemployed
2570,4,2025-07-01,Employer matching,Master,35-44,Female,Yes,Employed
2571,8,2023-11-01,Skills training,Bachelor,55+,Male,Yes,Employed
2572,5,2024-04-01,Skills training,Upper secondary,18-24,Male,No,Still unemployed
2573,6,2023-05-01,Skills training,Master,18-24,Female,Yes,Still unemployed
2574,9,2023-10-01,Language course,Bachelor,35-44,Male,Yes,Still unemployed
2575,4,2025-02-01,Employer matching,Bachelor,25-34,Male,Yes,Still unemployed
2576,4,2023-06-01,Language course,Lower secondary,35-44,Female,Yes,Employed
2577,5,2025-03-01,Language course,Master,25-34,Male,Yes,Employed
2578,6,2023-04-01,Language course,Upper secondary,35-44,Male,Yes,Employed
2579,1,2022-11-01,Skills training,Upper secondary,55+,Female,Yes,Still unemployed
2580,2,2023-01-01,Job placement,Master,25-34,Female,No,Training
2581,6,2023-11-01,Employer matching,Lower secondary,35-44,Male,Yes,Employed
2582,8,2025-11-01,Language course,Doctorate,55+,Female,Yes,Employed
2583,1,2024-08-01,Job placement,Upper secondary,25-34,Male,Yes,Employed
2584,5,2023-03-01,CV workshop,Upper secondary,18-24,Female,Yes,Employed
2585,9,2022-07-01,CV workshop,Bachelor,35-44,Female,Yes,Employed
2586,4,2022-12-01,CV workshop,Upper secondary,35-44,Male,No,Still unemployed
2587,10,2023-07-01,Language course,Upper secondary,25-34,Male,Yes,Employed
2588,5,2023-10-01,Job placement,Upper secondary,35-44,Male,Yes,Training
2589,7,2022-12-01,Language course,Upper secondary,45-54,Male,Yes,Employed
2590,3,2023-01-01,CV workshop,Doctorate,25-34,Male,Yes,Employed
2591,9,2022-09-01,Job placement,Upper secondary,25-34,Female,Yes,Employed
2592,6,2023-02-01,CV workshop,Doctorate,35-44,Male,Yes,Employed
2593,5,2025-05-01,Skills training,Bachelor,25-34,Male,Yes,Employed
2594,3,2023-01-01,Employer matching,Bachelor,18-24,Male,Yes,Still unemployed
2595,8,2022-10-01,CV workshop,Master,18-24,Male,Yes,Still unemployed
2596,4,2022-07-01,CV workshop,Lower secondary,18-24,Male,Yes,Still unemployed
2597,10,2022-03-01,Language course,Doctorate,18-24,Female,Yes,Employed
2598,1,2025-07-01,Employer matching,Master,35-44,Female,Yes,Employed
2599,10,2025-01-01,Employer matching,Master,55+,Male,Yes,Employed
2600,4,2022-09-01,Employer matching,Bachelor,45-54,Female,Yes,Still unemployed
2601,1,2023-01-01,Skills training,Bachelor,25-34,Female,Yes,Still unemployed
2602,4,2022-02-01,CV workshop,Bachelor,35-44,Female,Yes,Employed
2603,4,2022-02-01,Language course,Lower secondary,35-44,Female,Yes,Still unemployed
2604,8,2025-02-01,Language course,Upper secondary,25-34,Female,Yes,Still unemployed
2605,10,2023-06-01,Employer matching,Master,25-34,Female,Yes,Still unemployed
2606,7,2023-10-01,Employer matching,Bachelor,25-34,Female,Yes,Still unemployed
2607,7,2025-02-01,Skills training,Upper secondary,25-34,Male,Yes,Still unemployed
2608,2,2023-05-01,Job placement,Master,55+,Male,No,Still unemployed
2609,3,2025-11-01,Language course,Upper secondary,25-34,Female,Yes,Employed
2610,7,2024-02-01,Language course,Master,35-44,Female,Yes,Employed
2611,7,2022-09-01,Employer matching,Master,25-34,Female,Yes,Employed
2612,5,2024-03-01,Employer matching,Master,25-34,Male,Yes,Training
2613,9,2023-04-01,Skills training,Bachelor,35-44,Male,Yes,Employed
2614,5,2023-07-01,Skills training,Bachelor,45-54,Female,No,Still unemployed
2615,9,2024-09-01,Employer matching,Lower secondary,25-34,Male,Yes,Employed
2616,2,2025-05-01,Language course,Doctorate,35-44,Female,No,Still unemployed
2617,9,2024-01-01,Employer matching,Upper secondary,35-44,Female,Yes,Employed
2618,6,2025-05-01,Job placement,Bachelor,18-24,Male,Yes,Training
2619,10,2023-07-01,Language course,Lower secondary,45-54,Female,Yes,Employed
2620,2,2023-06-01,Skills training,Upper secondary,35-44,Male,Yes,Employed
2621,2,2025-05-01,Employer matching,Master,35-44,Female,No,Employed
2622,3,2022-11-01,Language course,Bachelor,25-34,Male,Yes,Still unemployed
2623,6,2022-08-01,Job placement,Upper secondary,25-34,Male,Yes,Employed
2624,9,2023-12-01,Skills training,Upper secondary,35-44,Male,No,Still unemployed
2625,8,2022-06-01,Skills training,Doctorate,25-34,Male,Yes,Still unemployed
2626,1,2022-08-01,CV workshop,Bachelor,35-44,Male,Yes,Employed
2627,5,2024-07-01,CV workshop,Bachelor,18-24,Male,Yes,Employed
2628,8,2023-02-01,Employer matching,Doctorate,35-44,Female,Yes,Employed
2629,8,2022-06-01,Job placement,Bachelor,18-24,Female,Yes,Training
2630,4,2023-07-01,Skills training,Doctorate,25-34,Female,Yes,Still unemployed
2631,5,2025-05-01,Job placement,Upper secondary,45-54,Male,Yes,Employed
2632,3,2023-07-01,Employer matching,Upper secondary,25-34,Female,No,Employed
2633,3,2023-03-01,Language course,Bachelor,55+,Male,No,Still unemployed
2634,6,2022-09-01,Employer matching,Upper secondary,45-54,Male,Yes,Employed
2635,5,2023-03-01,CV workshop,Bachelor,55+,Female,Yes,Employed
2636,3,2024-01-01,Job placement,Master,45-54,Male,No,Still unemployed
2637,1,2023-07-01,Job placement,Upper secondary,45-54,Male,Yes,Employed
2638,9,2024-06-01,CV workshop,Upper secondary,25-34,Female,Yes,Employed
2639,9,2023-10-01,Employer matching,Master,45-54,Male,Yes,Employed
2640,1,2024-06-01,Employer matching,Bachelor,25-34,Female,Yes,Still unemployed
2641,6,2025-05-01,Job placement,Bachelor,45-54,Female,No,Employed
2642,7,2025-03-01,Language course,Master,25-34,Female,Yes,Employed
2643,6,2025-12-01,Language course,Upper secondary,18-24,Female,Yes,Employed
2644,9,2022-04-01,CV workshop,Master,45-54,Female,No,Employed
2645,7,2023-01-01,Employer matching,Master,35-44,Male,Yes,Employed
2646,3,2022-08-01,CV workshop,Doctorate,35-44,Male,Yes,Training
2647,4,2024-12-01,Language course,Lower secondary,45-54,Female,Yes,Still unemployed
2648,8,2023-09-01,Job placement,Upper secondary,55+,Female,Yes,Employed
2649,10,2022-01-01,CV workshop,Lower secondary,45-54,Male,Yes,Employed
2650,5,2023-12-01,Language course,Upper secondary,35-44,Female,Yes,Employed
2651,4,2024-03-01,Employer matching,Upper secondary,25-34,Male,Yes,Employed
2652,10,2022-10-01,Job placement,Bachelor,35-44,Female,Yes,Employed
2653,3,2023-04-01,Language course,Upper secondary,35-44,Female,Yes,Employed
2654,4,2023-03-01,CV workshop,Bachelor,35-44,Female,No,Still unemployed
2655,9,2024-02-01,CV workshop,Doctorate,35-44,Male,Yes,Employed
2656,4,2022-08-01,Employer matching,Lower secondary,45-54,Male,Yes,Still unemployed
2657,7,2023-11-01,Language course,Upper secondary,25-34,Male,Yes,Employed
2658,9,2024-03-01,CV workshop,Upper secondary,25-34,Female,Yes,Employed
2659,10,2024-02-01,Skills training,Doctorate,25-34,Male,Yes,Employed
2660,7,2023-11-01,Job placement,Bachelor,45-54,Female,Yes,Training
2661,2,2024-12-01,Job placement,Upper secondary,25-34,Female,Yes,Training
2662,8,2024-10-01,Language course,Upper secondary,35-44,Female,Yes,Employed
2663,10,2023-12-01,CV workshop,Master,35-44,Female,No,Still unemployed
2664,5,2024-07-01,Skills training,Master,45-54,Female,Yes,Employed
2665,8,2022-05-01,CV workshop,Upper secondary,35-44,Male,Yes,Training
2666,5,2023-02-01,Language course,Upper secondary,55+,Female,Yes,Employed
