case_id,application_date,region_id,country_of_citizenship,sex,age_group,decision,protection_type
3033,2024-03-01,2,Spain,Male,25-34,Pending,None
3034,2022-05-01,4,Syria,Male,18-24,Pending,None
3035,2022-04-01,2,Algeria,Female,25-34,Pending,None
3036,2023-08-01,6,Tunisia,Female,25-34,Pending,None
3037,2025-10-01,1,Bangladesh,Male,18-24,Rejected,None
3038,2023-08-01,6,China,Female,45-54,Accepted,Refugee status
3039,2025-06-01,3,Côte d'Ivoire,Male,35-44,Rejected,None
3040,2025-01-01,1,Tunisia,Female,45-54,Rejected,None
3041,2025-05-01,7,Spain,Female,25-34,Rejected,None
3042,2022-08-01,4,Italy,Female,25-34,Pending,None
3043,2025-12-01,6,Georgia,Male,25-34,Accepted,Refugee status
3044,2025-04-01,1,China,Female,45-54,Accepted,Refugee status
3045,2025-06-01,1,Tunisia,Male,25-34,Accepted,Subsidiary protection
3046,2022-03-01,8,Guinea,Male,18-24,Pending,None
3047,2023-01-01,3,Bangladesh,Female,35-44,Pending,None
3048,2024-01-01,1,Georgia,Male,25-34,Accepted,Refugee status
3049,2024-07-01,3,Spain,Male,25-34,Rejected,None
3050,2024-08-01,2,Syria,Female,45-54,Accepted,Refugee status
3051,2025-11-01,10,Turkey,Male,45-54,Pending,None
3052,2022-01-01,1,China,Male,25-34,Accepted,Temporary protection
3053,2023-01-01,4,Turkey,Female,35-44,Rejected,None
3054,2022-04-01,1,Turkey,Male,25-34,Rejected,None
3055,2024-02-01,1,India,Male,25-34,Rejected,None
3056,2023-02-01,5,China,Male,35-44,Accepted,Temporary protection
3057,2024-06-01,1,Syria,Male,25-34,Accepted,Refugee status
3058,2023-07-01,1,Italy,Male,18-24,Accepted,Subsidiary protection
3059,2023-01-01,3,India,Male,35-44,Pending,None
3060,2023-05-01,2,Portugal,Male,25-34,Accepted,Refugee status
3061,2024-07-01,9,Nigeria,Female,25-34,Rejected,None
3062,2025-11-01,5,Syria,Male,18-24,Accepted,Subsidiary protection
3063,2022-09-01,1,Turkey,Male,55+,Accepted,Subsidiary protection
3064,2022-09-01,1,China,Male,45-54,Pending,None
3065,2025-11-01,4,Italy,Male,35-44,Accepted,Subsidiary protection
3066,2025-07-01,1,Algeria,Female,25-34,Pending,None
3067,2025-07-01,1,Nigeria,Male,18-24,Accepted,Subsidiary protection
3068,2025-10-01,10,Guinea,Female,55+,Accepted,Temporary protection
3069,2022-11-01,6,Syria,Male,25-34,Pending,None
3070,2022-09-01,1,Turkey,Male,35-44,Pending,None
3071,2024-08-01,1,Italy,Male,25-34,Pending,None
3072,2025-01-01,7,Afghanistan,Male,25-34,Pending,None
3073,2025-04-01,4,Italy,Male,25-34,Accepted,Refugee status
3074,2025-12-01,1,Côte d'Ivoire,Male,25-34,Rejected,None
3075,2025-08-01,3,Nigeria,Female,35-44,Pending,None
3076,2022-12-01,8,Tunisia,Male,35-44,Pending,None
3077,2023-03-01,1,Algeria,Male,18-24,Accepted,Subsidiary protection
3078,2024-01-01,6,India,Female,45-54,Pending,None
3079,2023-03-01,8,Tunisia,Female,35-44,Rejected,None
3080,2025-01-01,3,Senegal,Male,35-44,Rejected,None
3081,2025-04-01,10,Morocco,Male,25-34,Rejected,None
3082,2024-12-01,1,Turkey,Female,35-44,Accepted,Refugee status
3083,2022-01-01,6,Turkey,Male,35-44,Rejected,None
3084,2025-04-01,2,Portugal,Female,25-34,Accepted,Refugee status
3085,2023-02-01,2,Nigeria,Male,18-24,Rejected,None
3086,2023-05-01,5,India,Male,25-34,Accepted,Subsidiary protection
3087,2024-03-01,4,Turkey,Male,35-44,Accepted,Refugee status
3088,2022-06-01,2,Bangladesh,Male,25-34,Rejected,None
3089,2024-12-01,2,China,Male,45-54,Rejected,None
3090,2024-09-01,3,Georgia,Male,45-54,Accepted,Refugee status
3091,2023-10-01,10,Georgia,Male,35-44,Withdrawn,None
3092,2023-05-01,7,Nigeria,Male,18-24,Accepted,Refugee status
3093,2023-02-01,2,Afghanistan,Female,25-34,Accepted,Temporary protection
3094,2024-08-01,2,Afghanistan,Male,55+,Accepted,Refugee status
3095,2025-12-01,8,Afghanistan,Male,25-34,Rejected,None
3096,2023-11-01,6,China,Male,18-24,Withdrawn,None
3097,2025-11-01,5,Senegal,Male,25-34,Rejected,None
3098,2023-11-01,6,Tunisia,Male,25-34,Accepted,Refugee status
3099,2022-01-01,1,Georgia,Male,35-44,Accepted,Refugee status
3100,2025-07-01,1,Morocco,Male,45-54,Pending,None
3101,2023-05-01,1,China,Male,25-34,Rejected,None
3102,2024-07-01,3,Italy,Male,35-44,Withdrawn,None
3103,2023-11-01,6,Syria,Male,35-44,Rejected,None
3104,2024-06-01,7,Turkey,Female,35-44,Accepted,Temporary protection
3105,2025-01-01,8,Afghanistan,Male,18-24,Accepted,Refugee status
3106,2025-11-01,1,India,Female,35-44,Accepted,Subsidiary protection
3107,2025-11-01,6,Algeria,Female,35-44,Pending,None
3108,2023-01-01,10,Bangladesh,Male,18-24,Withdrawn,None
3109,2022-02-01,1,Tunisia,Male,45-54,Pending,None
3110,2024-10-01,1,Italy,Female,25-34,Rejected,None
3111,2022-10-01,8,India,Male,35-44,Accepted,Refugee status
3112,2023-06-01,1,Nigeria,Male,35-44,Rejected,None
3113,2025-01-01,6,Guinea,Male,35-44,Rejected,None
3114,2024-05-01,2,Nigeria,Female,18-24,Accepted,Subsidiary protection
3115,2024-05-01,2,Senegal,Male,35-44,Accepted,Temporary protection
3116,2025-04-01,9,Guinea,Female,25-34,Pending,None
3117,2024-07-01,2,Italy,Female,25-34,Pending,None
3118,2025-09-01,2,Italy,Female,18-24,Accepted,Refugee status
3119,2022-10-01,1,Nigeria,Female,25-34,Accepted,Refugee status
3120,2023-09-01,1,Ukraine,Male,35-44,Accepted,Refugee status
3121,2023-10-01,2,Nigeria,Female,25-34,Accepted,Refugee status
3122,2025-04-01,5,Tunisia,Male,18-24,Pending,None
3123,2025-05-01,1,Senegal,Male,55+,Rejected,None
3124,2023-05-01,2,Ukraine,Female,25-34,Rejected,None
3125,2025-09-01,2,Côte d'Ivoire,Male,25-34,Withdrawn,None
3126,2024-08-01,7,Georgia,Male,45-54,Pending,None
3127,2022-12-01,1,Syria,Male,25-34,Pending,None
3128,2025-07-01,8,Spain,Male,25-34,Pending,None
3129,2022-09-01,9,Tunisia,Female,18-24,Withdrawn,None
3130,2024-09-01,1,Spain,Male,35-44,Accepted,Temporary protection
3131,2025-09-01,2,India,Female,35-44,Rejected,None
3132,2024-10-01,6,Portugal,Female,25-34,Rejected,None
3133,2024-01-01,1,Côte d'Ivoire,Female,35-44,Pending,None
3134,2025-05-01,7,Bangladesh,Female,18-24,Accepted,Refugee status
3135,2022-10-01,10,Algeria,Male,25-34,Accepted,Subsidiary protection
3136,2023-01-01,5,Syria,Female,35-44,Accepted,Refugee status
3137,2024-07-01,1,Ukraine,Female,45-54,Withdrawn,None
3138,2024-12-01,1,Tunisia,Male,35-44,Pending,None
3139,2023-02-01,2,Ukraine,Male,35-44,Rejected,None
3140,2024-07-01,1,Senegal,Male,35-44,Pending,None
3141,2025-02-01,6,Senegal,Male,18-24,Rejected,None
3142,2024-03-01,3,Portugal,Female,25-34,Pending,None
3143,2022-08-01,5,China,Male,35-44,Accepted,Refugee status
3144,2025-11-01,4,Ukraine,Female,35-44,Rejected,None
3145,2023-06-01,1,Georgia,Male,35-44,Accepted,Subsidiary protection
3146,2023-08-01,6,China,Male,25-34,Withdrawn,None
3147,2024-04-01,7,Tunisia,Male,25-34,Rejected,None
3148,2022-12-01,3,China,Female,35-44,Pending,None
3149,2022-04-01,4,Morocco,Male,25-34,Accepted,Subsidiary protection
3150,2025-05-01,1,Tunisia,Male,25-34,Pending,None
3151,2025-01-01,5,Afghanistan,Male,18-24,Pending,None
3152,2022-09-01,9,Morocco,Male,25-34,Pending,None
3153,2024-01-01,6,Nigeria,Male,35-44,Pending,None
3154,2024-12-01,1,Bangladesh,Female,25-34,Rejected,None
3155,2025-12-01,1,China,Male,35-44,Withdrawn,None
3156,2025-09-01,9,Côte d'Ivoire,Female,55+,Pending,None
3157,2022-04-01,5,Bangladesh,Male,25-34,Rejected,None
3158,2025-04-01,1,Bangladesh,Male,35-44,Pending,None
3159,2022-07-01,4,India,Female,25-34,Accepted,Refugee status
3160,2024-07-01,1,Italy,Female,25-34,Pending,None
3161,2024-05-01,9,Algeria,Female,25-34,Pending,None
3162,2025-09-01,2,India,Male,25-34,Accepted,Temporary protection
3163,2024-04-01,1,Senegal,Male,35-44,Rejected,None
3164,2023-12-01,1,Syria,Male,35-44,Accepted,Refugee status
3165,2024-06-01,1,Ukraine,Male,25-34,Rejected,None
3166,2022-04-01,5,Syria,Male,18-24,Pending,None
3167,2022-02-01,5,Algeria,Male,45-54,Accepted,Temporary protection
3168,2024-12-01,5,Ukraine,Female,55+,Pending,None
3169,2023-12-01,1,Nigeria,Male,25-34,Pending,None
3170,2024-11-01,7,Morocco,Male,45-54,Pending,None
3171,2023-12-01,7,Portugal,Female,45-54,Pending,None
3172,2025-06-01,4,Bangladesh,Male,25-34,Rejected,None
3173,2023-03-01,4,Algeria,Male,25-34,Accepted,Refugee status
3174,2023-08-01,1,Afghanistan,Female,18-24,Rejected,None
3175,2023-01-01,8,Italy,Female,25-34,Pending,None
3176,2022-07-01,1,Senegal,Male,25-34,Pending,None
3177,2022-06-01,7,Côte d'Ivoire,Female,18-24,Accepted,Refugee status
3178,2022-05-01,2,Turkey,Male,25-34,Pending,None
3179,2022-05-01,1,Spain,Female,18-24,Pending,None
3180,2023-05-01,1,Tunisia,Male,25-34,Pending,None
3181,2023-10-01,10,Portugal,Male,45-54,Rejected,None
3182,2025-03-01,4,Senegal,Female,35-44,Accepted,Temporary protection
3183,2025-04-01,2,Morocco,Male,35-44,Pending,None
3184,2024-02-01,9,Afghanistan,Female,25-34,Accepted,Refugee status
3185,2024-05-01,3,Turkey,Male,25-34,Rejected,None
3186,2022-09-01,7,Algeria,Male,25-34,Pending,None
3187,2023-01-01,8,Syria,Male,25-34,Pending,None
3188,2022-12-01,6,Senegal,Male,35-44,Withdrawn,None
3189,2023-12-01,1,Turkey,Male,25-34,Rejected,None
3190,2023-05-01,9,Morocco,Male,25-34,Accepted,Subsidiary protection
3191,2022-11-01,5,China,Female,25-34,Pending,None
3192,2023-12-01,2,Spain,Female,18-24,Pending,None
3193,2022-06-01,6,Tunisia,Female,18-24,Rejected,None
3194,2025-05-01,1,Spain,Male,18-24,Rejected,None
3195,2025-01-01,1,Syria,Female,45-54,Accepted,Subsidiary protection
3196,2025-12-01,5,Tunisia,Male,55+,Pending,None
3197,2023-01-01,5,Nigeria,Female,18-24,Pending,None
3198,2024-05-01,3,Algeria,Male,25-34,Rejected,None
3199,2025-03-01,5,Portugal,Female,25-34,Rejected,None
3200,2023-07-01,9,Morocco,Male,25-34,Accepted,Refugee status
3201,2025-09-01,1,Guinea,Female,25-34,Accepted,Subsidiary protection
3202,2022-09-01,2,Spain,Male,55+,Rejected,None
3203,2022-09-01,1,India,Female,25-34,Rejected,None
3204,2024-01-01,9,Georgia,Male,25-34,Pending,None
3205,2023-06-01,1,Nigeria,Female,25-34,Withdrawn,None
3206,2024-06-01,2,Côte d'Ivoire,Male,25-34,Pending,None
3207,2025-05-01,8,Italy,Male,25-34,Accepted,Subsidiary protection
3208,2023-04-01,5,Guinea,Male,18-24,Pending,None
3209,2024-12-01,1,China,Female,45-54,Rejected,None
3210,2023-04-01,10,Guinea,Female,25-34,Accepted,Refugee status
3211,2022-03-01,1,Guinea,Male,35-44,Pending,None
3212,2025-04-01,3,Côte d'Ivoire,Male,25-34,Accepted,Refugee status
3213,2024-02-01,1,Côte d'Ivoire,Male,18-24,Accepted,Refugee status
3214,2024-08-01,5,China,Female,55+,Accepted,Refugee status
3215,2023-06-01,1,Afghanistan,Male,25-34,Pending,None
3216,2023-10-01,7,Georgia,Male,35-44,Pending,None
3217,2025-04-01,4,Morocco,Male,45-54,Withdrawn,None
3218,2024-03-01,1,India,Male,25-34,Pending,None
3219,2022-08-01,8,Ukraine,Male,25-34,Accepted,Refugee status
3220,2024-01-01,6,Bangladesh,Female,25-34,Pending,None
3221,2022-07-01,3,Portugal,Female,18-24,Rejected,None
3222,2022-09-01,3,Algeria,Female,18-24,Accepted,Subsidiary protection
3223,2025-12-01,3,Syria,Male,35-44,Rejected,None
3224,2025-06-01,4,Côte d'Ivoire,Male,45-54,Accepted,Refugee status
3225,2025-06-01,8,Italy,Male,35-44,Accepted,Refugee status
3226,2022-05-01,1,Italy,Male,25-34,Withdrawn,None
3227,2025-12-01,2,India,Female,18-24,Rejected,None
3228,2022-11-01,6,Côte d'Ivoire,Male,25-34,Rejected,None
3229,2022-09-01,10,Georgia,Male,45-54,Rejected,None
3230,2024-03-01,1,Nigeria,Male,25-34,Accepted,Subsidiary protection
3231,2023-07-01,1,Morocco,Male,25-34,Rejected,None
3232,2023-11-01,7,Algeria,Male,55+,Accepted,Refugee status
3233,2025-06-01,10,Afghanistan,Male,55+,Rejected,None
3234,2024-05-01,6,Italy,Female,25-34,Withdrawn,None
3235,2023-03-01,4,Algeria,Male,55+,Accepted,Temporary protection
3236,2025-09-01,1,Syria,Male,25-34,Accepted,Subsidiary protection
3237,2024-10-01,9,Bangladesh,Female,45-54,Pending,None
3238,2023-02-01,6,Tunisia,Female,25-34,Rejected,None
3239,2022-03-01,5,Nigeria,Male,18-24,Rejected,None
3240,2022-08-01,8,Côte d'Ivoire,Male,35-44,Rejected,None
3241,2022-10-01,8,Turkey,Male,25-34,Accepted,Temporary protection
3242,2022-06-01,1,Turkey,Male,55+,Rejected,None
3243,2025-09-01,1,Guinea,Male,25-34,Pending,None
3244,2022-03-01,1,China,Female,25-34,Accepted,Temporary protection
3245,2025-10-01,9,Georgia,Female,25-34,Accepted,Refugee status
3246,2025-02-01,4,Syria,Male,35-44,Accepted,Subsidiary protection
3247,2022-04-01,5,Syria,Female,18-24,Pending,None
3248,2023-10-01,2,Bangladesh,Male,35-44,Pending,None
3249,2022-01-01,2,Côte d'Ivoire,Male,25-34,Rejected,None
3250,2023-01-01,1,Spain,Female,25-34,Accepted,Refugee status
3251,2023-01-01,9,Côte d'Ivoire,Female,18-24,Pending,None
3252,2024-09-01,2,Guinea,Male,18-24,Rejected,None
3253,2022-10-01,7,China,Female,25-34,Pending,None
3254,2025-02-01,1,Ukraine,Female,35-44,Pending,None
3255,2024-10-01,1,Georgia,Female,25-34,Pending,None
3256,2025-09-01,1,Algeria,Male,18-24,Pending,None
3257,2024-03-01,1,Tunisia,Male,25-34,Rejected,None
3258,2023-08-01,5,Bangladesh,Female,35-44,Rejected,None
3259,2024-11-01,1,Italy,Male,45-54,Rejected,None
3260,2024-10-01,4,Nigeria,Male,25-34,Accepted,Subsidiary protection
3261,2022-11-01,1,Algeria,Male,25-34,Accepted,Refugee status
3262,2023-01-01,10,Guinea,Female,25-34,Rejected,None
3263,2024-07-01,1,Ukraine,Female,25-34,Rejected,None
3264,2025-06-01,6,China,Male,35-44,Accepted,Refugee status
3265,2024-02-01,8,Spain,Male,25-34,Accepted,Refugee status
3266,2025-08-01,10,Tunisia,Male,45-54,Pending,None
3267,2024-03-01,5,Spain,Male,35-44,Pending,None
3268,2024-07-01,4,Morocco,Female,25-34,Pending,None
3269,2023-06-01,4,Nigeria,Male,45-54,Rejected,None
3270,2024-08-01,6,Turkey,Female,45-54,Accepted,Temporary protection
3271,2022-04-01,8,Morocco,Male,25-34,Rejected,None
3272,2024-08-01,3,Georgia,Female,35-44,Accepted,Refugee status
3273,2023-08-01,6,Bangladesh,Male,45-54,Accepted,Subsidiary protection
3274,2024-05-01,10,Portugal,Male,25-34,Accepted,Temporary protection
3275,2025-12-01,1,Portugal,Male,45-54,Pending,None
3276,2023-10-01,4,Senegal,Male,18-24,Withdrawn,None
3277,2024-09-01,1,Spain,Male,45-54,Pending,None
3278,2024-12-01,2,Algeria,Male,35-44,Rejected,None
3279,2022-09-01,6,Guinea,Male,18-24,Pending,None
3280,2025-11-01,2,Portugal,Male,18-24,Accepted,Refugee status
3281,2024-03-01,1,Tunisia,Female,35-44,Accepted,Refugee status
3282,2024-12-01,7,Ukraine,Female,25-34,Pending,None
3283,2022-07-01,1,Italy,Female,18-24,Accepted,Subsidiary protection
3284,2023-03-01,3,Georgia,Male,25-34,Accepted,Temporary protection
3285,2025-10-01,1,Senegal,Male,18-24,Rejected,None
3286,2024-01-01,10,Afghanistan,Female,18-24,Accepted,Temporary protection
3287,2022-02-01,2,Afghanistan,Female,25-34,Pending,None
3288,2024-05-01,7,Algeria,Male,25-34,Pending,None
3289,2025-05-01,2,Afghanistan,Male,25-34,Withdrawn,None
3290,2022-04-01,2,Tunisia,Male,35-44,Pending,None
3291,2022-10-01,1,China,Male,18-24,Rejected,None
3292,2023-12-01,2,Morocco,Male,45-54,Pending,None
3293,2023-08-01,8,China,Male,55+,Accepted,Refugee status
3294,2022-05-01,5,Turkey,Male,45-54,Accepted,Temporary protection
3295,2022-10-01,1,Guinea,Male,25-34,Withdrawn,None
3296,2024-01-01,4,Georgia,Male,45-54,Accepted,Refugee status
3297,2024-05-01,3,Georgia,Male,35-44,Pending,None
3298,2022-05-01,5,Syria,Male,25-34,Accepted,Refugee status
3299,2024-11-01,6,India,Male,55+,Pending,None
3300,2023-06-01,4,India,Male,25-34,Rejected,None
3301,2025-12-01,8,India,Female,25-34,Accepted,Subsidiary protection
3302,2025-10-01,5,Senegal,Male,25-34,Rejected,None
3303,2024-06-01,1,Ukraine,Male,25-34,Rejected,None
3304,2022-01-01,2,Spain,Female,45-54,Pending,None
3305,2022-07-01,8,Italy,Male,35-44,Withdrawn,None
3306,2023-02-01,1,Syria,Male,35-44,Withdrawn,None
3307,2023-10-01,1,Afghanistan,Male,25-34,Rejected,None
3308,2023-06-01,6,Afghanistan,Female,45-54,Accepted,Subsidiary protection
3309,2025-02-01,2,Italy,Male,25-34,Rejected,None
3310,2024-05-01,1,Spain,Male,25-34,Pending,None
3311,2023-03-01,7,Guinea,Female,25-34,Rejected,None
3312,2025-11-01,1,Tunisia,Male,25-34,Pending,None
3313,2025-07-01,6,Afghanistan,Male,35-44,Rejected,None
3314,2024-07-01,2,Syria,Female,25-34,Rejected,None
3315,2022-11-01,6,Bangladesh,Female,25-34,Withdrawn,None
3316,2025-07-01,6,Italy,Female,25-34,Rejected,None
3317,2024-12-01,1,Georgia,Male,25-34,Rejected,None
3318,2022-08-01,7,Ukraine,Male,25-34,Rejected,None
3319,2022-09-01,4,Bangladesh,Male,55+,Accepted,Refugee status
3320,2023-02-01,8,Afghanistan,Female,45-54,Pending,None
3321,2024-07-01,1,Guinea,Female,45-54,Withdrawn,None
3322,2025-07-01,6,Portugal,Male,35-44,Accepted,Subsidiary protection
3323,2022-07-01,10,Tunisia,Female,55+,Rejected,None
3324,2022-01-01,6,China,Female,25-34,Accepted,Refugee status
3325,2024-09-01,9,Portugal,Male,25-34,Accepted,Refugee status
3326,2023-10-01,2,Guinea,Male,45-54,Accepted,Temporary protection
3327,2022-04-01,6,Syria,Female,35-44,Withdrawn,None
3328,2023-10-01,4,Senegal,Male,25-34,Pending,None
3329,2022-02-01,1,Turkey,Female,25-34,Accepted,Subsidiary protection
3330,2025-10-01,5,Guinea,Female,25-34,Pending,None
3331,2025-06-01,2,China,Female,25-34,Accepted,Refugee status
3332,2023-10-01,9,Portugal,Male,45-54,Accepted,Subsidiary protection
3333,2025-04-01,7,Afghanistan,Female,25-34,Pending,None
3334,2025-08-01,8,China,Female,25-34,Rejected,None
3335,2022-02-01,5,Italy,Female,25-34,Rejected,None
3336,2024-05-01,7,Georgia,Male,35-44,Rejected,None
3337,2022-11-01,2,Portugal,Female,35-44,Rejected,None
3338,2023-03-01,5,Portugal,Female,18-24,Pending,None
3339,2024-07-01,1,Morocco,Male,25-34,Accepted,Refugee status
3340,2022-08-01,4,Turkey,Male,25-34,Rejected,None
3341,2025-09-01,1,Georgia,Male,35-44,Rejected,None
3342,2023-12-01,7,Bangladesh,Male,18-24,Rejected,None
3343,2025-06-01,2,Côte d'Ivoire,Male,25-34,Accepted,Refugee status
3344,2022-01-01,10,Guinea,Female,25-34,Rejected,None
3345,2025-02-01,8,Portugal,Male,45-54,Rejected,None
3346,2023-05-01,4,Syria,Female,35-44,Accepted,Refugee status
3347,2024-10-01,1,Turkey,Male,25-34,Pending,None
3348,2024-02-01,5,Italy,Male,25-34,Rejected,None
3349,2024-04-01,6,Côte d'Ivoire,Male,25-34,Rejected,None
3350,2024-03-01,3,China,Male,18-24,Rejected,None
3351,2023-12-01,4,Italy,Female,25-34,Pending,None
3352,2023-10-01,8,Bangladesh,Male,18-24,Pending,None
3353,2025-11-01,1,Senegal,Female,35-44,Rejected,None
3354,2025-11-01,3,Guinea,Female,45-54,Pending,None
3355,2024-05-01,8,Spain,Male,18-24,Accepted,Temporary protection
3356,2022-08-01,2,Algeria,Male,45-54,Accepted,Refugee status
3357,2022-03-01,8,Senegal,Male,25-34,Pending,None
3358,2025-12-01,4,Syria,Female,18-24,Accepted,Refugee status
3359,2022-09-01,2,Côte d'Ivoire,Female,18-24,Pending,None
3360,2024-10-01,10,Afghanistan,Male,18-24,Pending,None
3361,2024-11-01,1,Nigeria,Female,25-34,Withdrawn,None
3362,2025-04-01,2,Ukraine,Male,25-34,Accepted,Subsidiary protection
3363,2023-03-01,1,Nigeria,Female,25-34,Withdrawn,None
3364,2024-07-01,10,Guinea,Female,35-44,Accepted,Refugee status
3365,2023-10-01,1,China,Male,25-34,Rejected,None
3366,2022-11-01,1,Afghanistan,Female,25-34,Pending,None
3367,2024-11-01,1,Spain,Female,45-54,Pending,None
3368,2025-01-01,4,Tunisia,Female,25-34,Pending,None
3369,2024-01-01,1,Guinea,Female,35-44,Pending,None
3370,2025-05-01,1,Georgia,Male,35-44,Withdrawn,None
3371,2024-06-01,4,Senegal,Male,35-44,Accepted,Refugee status
3372,2025-01-01,5,Bangladesh,Male,25-34,Accepted,Refugee status
3373,2025-01-01,4,Georgia,Male,45-54,Accepted,Temporary protection
3374,2025-06-01,4,Georgia,Female,18-24,Pending,None
3375,2024-07-01,5,Georgia,Female,25-34,Rejected,None
3376,2022-04-01,8,Morocco,Male,35-44,Rejected,None
3377,2025-11-01,5,Georgia,Female,45-54,Pending,None
3378,2025-11-01,6,Algeria,Male,35-44,Accepted,Refugee status
3379,2024-11-01,2,Spain,Female,35-44,Pending,None
3380,2025-10-01,9,Turkey,Male,55+,Rejected,None
3381,2022-10-01,7,Nigeria,Male,25-34,Accepted,Refugee status
3382,2025-08-01,4,Algeria,Male,25-34,Rejected,None
3383,2022-07-01,2,Georgia,Female,35-44,Withdrawn,None
3384,2024-07-01,1,Spain,Male,25-34,Pending,None
3385,2024-01-01,10,Morocco,Male,25-34,Pending,None
3386,2025-05-01,1,Georgia,Male,35-44,Rejected,None
3387,2024-02-01,3,Algeria,Male,25-34,Accepted,Subsidiary protection
3388,2024-06-01,2,Italy,Female,45-54,Accepted,Refugee status
3389,2023-04-01,1,Ukraine,Male,25-34,Accepted,Refugee status
3390,2023-12-01,2,Côte d'Ivoire,Male,35-44,Accepted,Subsidiary protection
3391,2023-06-01,4,Ukraine,Male,18-24,Accepted,Subsidiary protection
3392,2025-09-01,1,Bangladesh,Female,55+,Withdrawn,None
3393,2024-03-01,1,Morocco,Male,55+,Accepted,Subsidiary protection
3394,2022-10-01,4,Algeria,Female,35-44,Pending,None
3395,2022-03-01,6,Morocco,Male,25-34,Pending,None
3396,2025-05-01,5,Ukraine,Male,25-34,Withdrawn,None
3397,2024-06-01,10,Portugal,Male,18-24,Accepted,Refugee status
3398,2023-10-01,1,Bangladesh,Female,18-24,Accepted,Refugee status
3399,2023-02-01,3,Bangladesh,Female,25-34,Pending,None
3400,2023-03-01,2,Morocco,Female,25-34,Rejected,None
3401,2024-06-01,1,Italy,Female,55+,Accepted,Refugee status
3402,2024-01-01,8,Portugal,Female,35-44,Withdrawn,None
3403,2024-02-01,1,Spain,Male,35-44,Pending,None
3404,2024-07-01,3,Guinea,Male,35-44,Pending,None
3405,2025-09-01,1,Portugal,Male,25-34,Pending,None
3406,2022-09-01,2,Italy,Male,55+,Accepted,Subsidiary protection
3407,2024-07-01,7,Afghanistan,Female,25-34,Withdrawn,None
3408,2025-01-01,6,Turkey,Male,25-34,Accepted,Subsidiary protection
3409,2023-12-01,6,Senegal,Female,35-44,Rejected,None
3410,2023-07-01,1,Côte d'Ivoire,Female,25-34,Rejected,None
3411,2024-02-01,1,Spain,Female,35-44,Pending,None
3412,2024-10-01,6,Spain,Male,25-34,Accepted,Refugee status
3413,2023-05-01,1,Turkey,Male,25-34,Rejected,None
3414,2022-08-01,2,China,Female,18-24,Accepted,Subsidiary protection
3415,2022-05-01,7,Nigeria,Male,35-44,Pending,None
3416,2022-03-01,2,Afghanistan,Male,35-44,Rejected,None
3417,2025-08-01,3,India,Male,35-44,Accepted,Refugee status
3418,2022-08-01,9,Senegal,Female,25-34,Withdrawn,None
3419,2024-08-01,8,Morocco,Male,55+,Rejected,None
3420,2022-09-01,1,India,Female,18-24,Accepted,Temporary protection
3421,2024-02-01,8,India,Female,25-34,Accepted,Subsidiary protection
3422,2025-01-01,3,Georgia,Male,35-44,Rejected,None
3423,2022-08-01,7,Italy,Female,35-44,Withdrawn,None
3424,2023-12-01,2,Côte d'Ivoire,Female,35-44,Accepted,Refugee status
3425,2023-09-01,9,Morocco,Male,55+,Pending,None
3426,2025-01-01,7,India,Male,25-34,Pending,None
3427,2024-04-01,2,Ukraine,Female,35-44,Pending,None
3428,2024-12-01,2,Bangladesh,Female,25-34,Accepted,Refugee status
3429,2024-05-01,1,India,Female,35-44,Accepted,Refugee status
3430,2022-12-01,1,Turkey,Male,25-34,Pending,None
3431,2024-04-01,2,Nigeria,Male,25-34,Accepted,Refugee status
3432,2025-08-01,2,Portugal,Male,55+,Withdrawn,None
3433,2023-08-01,5,Ukraine,Male,35-44,Pending,None
3434,2025-01-01,5,Guinea,Male,35-44,Rejected,None
3435,2024-08-01,1,China,Female,25-34,Pending,None
3436,2022-05-01,1,China,Male,18-24,Rejected,None
3437,2022-05-01,1,Tunisia,Female,25-34,Withdrawn,None
3438,2024-04-01,2,Georgia,Male,18-24,Pending,None
3439,2022-10-01,3,Italy,Male,35-44,Rejected,None
3440,2023-08-01,1,China,Male,35-44,Pending,None
3441,2023-10-01,1,Tunisia,Male,18-24,Accepted,Refugee status
3442,2023-11-01,1,Algeria,Male,25-34,Pending,None
3443,2024-11-01,3,Guinea,Male,45-54,Accepted,Refugee status
3444,2023-06-01,10,Tunisia,Female,18-24,Pending,None
3445,2022-05-01,9,Guinea,Male,25-34,Rejected,None
3446,2023-12-01,2,Algeria,Female,18-24,Pending,None
3447,2025-06-01,4,Turkey,Male,25-34,Rejected,None
3448,2023-06-01,4,Syria,Female,25-34,Pending,None
3449,2025-01-01,2,China,Male,25-34,Pending,None
3450,2023-11-01,8,Turkey,Male,45-54,Accepted,Subsidiary protection
3451,2022-10-01,1,Tunisia,Male,25-34,Rejected,None
3452,2024-03-01,2,Nigeria,Male,18-24,Rejected,None
3453,2023-12-01,8,India,Male,35-44,Rejected,None
3454,2024-12-01,2,Portugal,Male,25-34,Accepted,Refugee status
3455,2024-09-01,3,Senegal,Female,35-44,Withdrawn,None
3456,2022-08-01,8,Syria,Male,25-34,Pending,None
3457,2022-03-01,1,Guinea,Male,25-34,Withdrawn,None
3458,2022-07-01,10,Portugal,Male,18-24,Accepted,Refugee status
3459,2024-09-01,1,Bangladesh,Male,35-44,Pending,None
3460,2023-12-01,5,Nigeria,Male,25-34,Accepted,Refugee status
